STATISTIC Label,Month,Selected Base Reference Period,UNIT,VALUE
Consumer Price Index,2024 March,Base December 2011=100,Base = 100,122.8
Consumer Price Index,2024 March,Base December 2016=100,Base = 100,121.3
Consumer Price Index,2024 March,Base December 2023=100,Base = 100,100.2
Consumer Price Index,2024 April,Base July 1914=100,Base = 100,11653.8
Consumer Price Index,2024 April,Base August 1947=100,Base = 100,3653.4
Consumer Price Index,2024 April,Base August 1953=100,Base = 100,2922.5
Consumer Price Index,2024 April,Base November 1968=100,Base = 100,1796.4
Consumer Price Index,2024 April,Base November 1975=100,Base = 100,816.9
Consumer Price Index,2024 April,Base November 1982=100,Base = 100,298.4
Consumer Price Index,2024 April,Base November 1989=100,Base = 100,211.5
Consumer Price Index,2024 April,Base November 1996=100,Base = 100,179.2
Consumer Price Index,2024 April,Base December 2001=100,Base = 100,151.6
Consumer Price Index,2024 April,Base December 2006=100,Base = 100,128.4
Consumer Price Index,2024 April,Base December 2011=100,Base = 100,123
Consumer Price Index,2024 April,Base December 2016=100,Base = 100,121.6
Consumer Price Index,2024 April,Base December 2023=100,Base = 100,100.4
Consumer Price Index,2024 May,Base July 1914=100,Base = 100,11720.9
Consumer Price Index,2024 May,Base August 1947=100,Base = 100,3674.4
Consumer Price Index,2024 May,Base August 1953=100,Base = 100,2939.4
Consumer Price Index,2024 May,Base November 1968=100,Base = 100,1806.7
Consumer Price Index,2024 May,Base November 1975=100,Base = 100,821.6
Consumer Price Index,2024 May,Base November 1982=100,Base = 100,300.1
Consumer Price Index,2024 May,Base November 1989=100,Base = 100,212.7
Consumer Price Index,2024 May,Base November 1996=100,Base = 100,180.2
Consumer Price Index,2024 May,Base December 2001=100,Base = 100,152.5
Consumer Price Index,2024 May,Base December 2006=100,Base = 100,129.2
Consumer Price Index,2024 May,Base December 2011=100,Base = 100,123.7
Consumer Price Index,2024 May,Base December 2016=100,Base = 100,122.3
Consumer Price Index,2024 May,Base December 2023=100,Base = 100,100.9
Consumer Price Index,2024 June,Base July 1914=100,Base = 100,11759.2
Consumer Price Index,2024 June,Base August 1947=100,Base = 100,3686.4
Consumer Price Index,2024 June,Base August 1953=100,Base = 100,2949
Consumer Price Index,2024 June,Base November 1968=100,Base = 100,1812.6
Consumer Price Index,2024 June,Base November 1975=100,Base = 100,824.7
Consumer Price Index,2024 June,Base November 1982=100,Base = 100,301.2
Consumer Price Index,2024 June,Base November 1989=100,Base = 100,213.5
Consumer Price Index,2024 June,Base November 1996=100,Base = 100,180.9
Consumer Price Index,2024 June,Base December 2001=100,Base = 100,153.1
Consumer Price Index,2024 June,Base December 2006=100,Base = 100,129.7
Consumer Price Index,2024 June,Base December 2011=100,Base = 100,124.2
Consumer Price Index,2024 June,Base December 2016=100,Base = 100,122.7
Consumer Price Index,2024 June,Base December 2023=100,Base = 100,101.3
Consumer Price Index,2024 July,Base July 1914=100,Base = 100,11778.4
Consumer Price Index,2024 July,Base August 1947=100,Base = 100,3692.4
Consumer Price Index,2024 July,Base August 1953=100,Base = 100,2953.8
Consumer Price Index,2024 July,Base November 1968=100,Base = 100,1815.6
Consumer Price Index,2024 July,Base November 1975=100,Base = 100,825.9
Consumer Price Index,2024 July,Base November 1982=100,Base = 100,301.7
Consumer Price Index,2024 July,Base November 1989=100,Base = 100,213.8
Consumer Price Index,2024 July,Base November 1996=100,Base = 100,181.2
Consumer Price Index,2024 July,Base December 2001=100,Base = 100,153.3
Consumer Price Index,2024 July,Base December 2006=100,Base = 100,129.9
Consumer Price Index,2024 July,Base December 2011=100,Base = 100,124.4
Consumer Price Index,2024 July,Base December 2016=100,Base = 100,122.9
Consumer Price Index,2024 July,Base December 2023=100,Base = 100,101.5
Consumer Price Index,2024 August,Base July 1914=100,Base = 100,11797.5
Consumer Price Index,2024 August,Base August 1947=100,Base = 100,3698.4
Consumer Price Index,2024 August,Base August 1953=100,Base = 100,2958.6
Consumer Price Index,2024 August,Base November 1968=100,Base = 100,1818.6
Consumer Price Index,2024 August,Base November 1975=100,Base = 100,827.1
Consumer Price Index,2024 August,Base November 1982=100,Base = 100,302.1
Consumer Price Index,2024 August,Base November 1989=100,Base = 100,214.1
Consumer Price Index,2024 August,Base November 1996=100,Base = 100,181.4
Consumer Price Index,2024 August,Base December 2001=100,Base = 100,153.5
Consumer Price Index,2024 August,Base December 2006=100,Base = 100,130
Consumer Price Index,2024 August,Base December 2011=100,Base = 100,124.6
Consumer Price Index,2024 August,Base December 2016=100,Base = 100,123.1
Consumer Price Index,2024 August,Base December 2023=100,Base = 100,101.6
Consumer Price Index,2024 September,Base July 1914=100,Base = 100,11692.1
Consumer Price Index,2024 September,Base August 1947=100,Base = 100,3665.4
Consumer Price Index,2024 September,Base August 1953=100,Base = 100,2932.1
Consumer Price Index,2024 September,Base November 1968=100,Base = 100,1802.3
Consumer Price Index,2024 September,Base November 1975=100,Base = 100,819.6
Consumer Price Index,2024 September,Base November 1982=100,Base = 100,299.4
Consumer Price Index,2024 September,Base November 1989=100,Base = 100,212.2
Consumer Price Index,2024 September,Base November 1996=100,Base = 100,179.8
Consumer Price Index,2024 September,Base December 2001=100,Base = 100,152.1
Consumer Price Index,2024 September,Base December 2006=100,Base = 100,128.9
Consumer Price Index,2024 September,Base December 2011=100,Base = 100,123.4
Consumer Price Index,2024 September,Base December 2016=100,Base = 100,122
Consumer Price Index,2024 September,Base December 2023=100,Base = 100,100.7
Consumer Price Index,2024 October,Base July 1914=100,Base = 100,11720.9
Consumer Price Index,2024 October,Base August 1947=100,Base = 100,3674.4
Consumer Price Index,2024 October,Base August 1953=100,Base = 100,2939.4
Consumer Price Index,2024 October,Base November 1968=100,Base = 100,1806.7
Consumer Price Index,2024 October,Base November 1975=100,Base = 100,822
Consumer Price Index,2024 October,Base November 1982=100,Base = 100,300.3
Consumer Price Index,2024 October,Base November 1989=100,Base = 100,212.8
Consumer Price Index,2024 October,Base November 1996=100,Base = 100,180.3
Consumer Price Index,2024 October,Base December 2001=100,Base = 100,152.6
Consumer Price Index,2024 October,Base December 2006=100,Base = 100,129.2
Consumer Price Index,2024 October,Base December 2011=100,Base = 100,123.8
Consumer Price Index,2024 October,Base December 2016=100,Base = 100,122.3
Consumer Price Index,2024 October,Base December 2023=100,Base = 100,101
Consumer Price Index,2024 November,Base July 1914=100,Base = 100,11663.4
Consumer Price Index,2024 November,Base August 1947=100,Base = 100,3656.4
Consumer Price Index,2024 November,Base August 1953=100,Base = 100,2924.9
Consumer Price Index,2024 November,Base November 1968=100,Base = 100,1797.9
Consumer Price Index,2024 November,Base November 1975=100,Base = 100,817.8
Consumer Price Index,2024 November,Base November 1982=100,Base = 100,298.7
Consumer Price Index,2024 November,Base November 1989=100,Base = 100,211.7
Consumer Price Index,2024 November,Base November 1996=100,Base = 100,179.4
Consumer Price Index,2024 November,Base December 2001=100,Base = 100,151.8
Consumer Price Index,2024 November,Base December 2006=100,Base = 100,128.6
Consumer Price Index,2024 November,Base December 2011=100,Base = 100,123.2
Consumer Price Index,2024 November,Base December 2016=100,Base = 100,121.7
Consumer Price Index,2024 November,Base December 2023=100,Base = 100,100.5
Consumer Price Index,2024 December,Base July 1914=100,Base = 100,11768.8
Consumer Price Index,2024 December,Base August 1947=100,Base = 100,3689.4
Consumer Price Index,2024 December,Base August 1953=100,Base = 100,2951.4
Consumer Price Index,2024 December,Base November 1968=100,Base = 100,1814.1
Consumer Price Index,2024 December,Base November 1975=100,Base = 100,825
Consumer Price Index,2024 December,Base November 1982=100,Base = 100,301.3
Consumer Price Index,2024 December,Base November 1989=100,Base = 100,213.6
Consumer Price Index,2024 December,Base November 1996=100,Base = 100,181
Consumer Price Index,2024 December,Base December 2001=100,Base = 100,153.1
Consumer Price Index,2024 December,Base December 2006=100,Base = 100,129.7
Consumer Price Index,2024 December,Base December 2011=100,Base = 100,124.2
Consumer Price Index,2024 December,Base December 2016=100,Base = 100,122.8
Consumer Price Index,2024 December,Base December 2023=100,Base = 100,101.4
Consumer Price Index,2025 January,Base July 1914=100,Base = 100,11682.5
Consumer Price Index,2025 January,Base August 1947=100,Base = 100,3662.4
Consumer Price Index,2025 January,Base August 1953=100,Base = 100,2929.7
Consumer Price Index,2025 January,Base November 1968=100,Base = 100,1800.8
Consumer Price Index,2025 January,Base November 1975=100,Base = 100,819.1
Consumer Price Index,2025 January,Base November 1982=100,Base = 100,299.2
Consumer Price Index,2025 January,Base November 1989=100,Base = 100,212.1
Consumer Price Index,2025 January,Base November 1996=100,Base = 100,179.7
Consumer Price Index,2025 January,Base December 2001=100,Base = 100,152
Consumer Price Index,2025 January,Base December 2006=100,Base = 100,128.8
Consumer Price Index,2025 January,Base December 2011=100,Base = 100,123.4
Consumer Price Index,2025 January,Base December 2016=100,Base = 100,121.9
Consumer Price Index,2025 January,Base December 2023=100,Base = 100,100.6
Consumer Price Index,2025 February,Base July 1914=100,Base = 100,11778.4
Consumer Price Index,2025 February,Base August 1947=100,Base = 100,3692.4
Consumer Price Index,2025 February,Base August 1953=100,Base = 100,2953.8
Consumer Price Index,2025 February,Base November 1968=100,Base = 100,1815.6
Consumer Price Index,2025 February,Base November 1975=100,Base = 100,825.7
Consumer Price Index,2025 February,Base November 1982=100,Base = 100,301.6
Consumer Price Index,2025 February,Base November 1989=100,Base = 100,213.8
Consumer Price Index,2025 February,Base November 1996=100,Base = 100,181.1
Consumer Price Index,2025 February,Base December 2001=100,Base = 100,153.2
Consumer Price Index,2025 February,Base December 2006=100,Base = 100,129.8
Consumer Price Index,2025 February,Base December 2011=100,Base = 100,124.3
Consumer Price Index,2025 February,Base December 2016=100,Base = 100,122.9
Consumer Price Index,2025 February,Base December 2023=100,Base = 100,101.5
Consumer Price Index,2025 March,Base July 1914=100,Base = 100,11855
Consumer Price Index,2025 March,Base August 1947=100,Base = 100,3716.4
Consumer Price Index,2025 March,Base August 1953=100,Base = 100,2973
Consumer Price Index,2025 March,Base November 1968=100,Base = 100,1827.4
Consumer Price Index,2025 March,Base November 1975=100,Base = 100,831.5
Consumer Price Index,2025 March,Base November 1982=100,Base = 100,303.7
Consumer Price Index,2025 March,Base November 1989=100,Base = 100,215.3
Consumer Price Index,2025 March,Base November 1996=100,Base = 100,182.4
Consumer Price Index,2025 March,Base December 2001=100,Base = 100,154.3
Consumer Price Index,2025 March,Base December 2006=100,Base = 100,130.7
Consumer Price Index,2025 March,Base December 2011=100,Base = 100,125.2
Consumer Price Index,2025 March,Base December 2016=100,Base = 100,123.7
Consumer Price Index,2025 March,Base December 2023=100,Base = 100,102.2
Consumer Price Index,2025 April,Base July 1914=100,Base = 100,11912.5
Consumer Price Index,2025 April,Base August 1947=100,Base = 100,3734.5
Consumer Price Index,2025 April,Base August 1953=100,Base = 100,2987.4
Consumer Price Index,2025 April,Base November 1968=100,Base = 100,1836.3
Consumer Price Index,2025 April,Base November 1975=100,Base = 100,835.1
Consumer Price Index,2025 April,Base November 1982=100,Base = 100,305
Consumer Price Index,2025 April,Base November 1989=100,Base = 100,216.2
Consumer Price Index,2025 April,Base November 1996=100,Base = 100,183.2
Consumer Price Index,2025 April,Base December 2001=100,Base = 100,155
Consumer Price Index,2025 April,Base December 2006=100,Base = 100,131.3
Consumer Price Index,2025 April,Base December 2011=100,Base = 100,125.8
Consumer Price Index,2025 April,Base December 2016=100,Base = 100,124.3
Consumer Price Index,2025 April,Base December 2023=100,Base = 100,102.6
Consumer Price Index,2025 May,Base July 1914=100,Base = 100,11903
Consumer Price Index,2025 May,Base August 1947=100,Base = 100,3731.5
Consumer Price Index,2025 May,Base August 1953=100,Base = 100,2985
Consumer Price Index,2025 May,Base November 1968=100,Base = 100,1834.8
Consumer Price Index,2025 May,Base November 1975=100,Base = 100,834.8
Consumer Price Index,2025 May,Base November 1982=100,Base = 100,304.9
Consumer Price Index,2025 May,Base November 1989=100,Base = 100,216.1
Consumer Price Index,2025 May,Base November 1996=100,Base = 100,183.1
Consumer Price Index,2025 May,Base December 2001=100,Base = 100,154.9
Consumer Price Index,2025 May,Base December 2006=100,Base = 100,131.2
Consumer Price Index,2025 May,Base December 2011=100,Base = 100,125.7
Consumer Price Index,2025 May,Base December 2016=100,Base = 100,124.2
Consumer Price Index,2025 May,Base December 2023=100,Base = 100,102.6
Consumer Price Index,2025 June,Base July 1914=100,Base = 100,11970
Consumer Price Index,2025 June,Base August 1947=100,Base = 100,3752.5
Consumer Price Index,2025 June,Base August 1953=100,Base = 100,3001.8
Consumer Price Index,2025 June,Base November 1968=100,Base = 100,1845.1
